priceDate,arrivals,minPrice,maxPrice,modalPrice
2018-06-18,70.4,600.0,1400.0,1020.0
2018-06-19,1321.2,600.0,1400.0,1020.0
2018-06-20,879.6,600.0,1400.0,990.0
2018-06-21,1218.2,600.0,1400.0,982.0
2018-06-22,1315.2,600.0,1400.0,982.0
2018-06-23,1009.1,600.0,1400.0,982.0
2018-06-25,123.7,400.0,1400.0,982.0
2018-06-26,1511.6,600.0,1400.0,943.0
2018-06-27,834.3,600.0,1400.0,943.0
2018-07-04,957.4,600.0,1900.0,1061.0
2018-07-05,1035.0,600.0,1940.0,1065.0
2018-07-06,1157.7,600.0,1940.0,1065.0
2018-07-07,1433.1,600.0,1940.0,1065.0
2018-07-09,153.9,600.0,1940.0,1042.0
2018-07-10,2022.2,500.0,1900.0,956.0
2018-07-11,1001.5,500.0,1900.0,956.0
2018-07-12,852.8,500.0,1900.0,955.0
2018-07-13,1102.9,500.0,1900.0,955.0
2018-07-16,107.6,500.0,1900.0,955.0
2018-07-17,1460.0,500.0,1900.0,955.0
2018-07-18,1221.0,500.0,1900.0,955.0
2018-07-19,1314.0,500.0,1900.0,959.0
2018-07-20,1270.4,500.0,1900.0,958.0
2018-07-21,1236.6,500.0,1900.0,983.0
2018-07-23,190.7,600.0,2200.0,1073.0
2018-07-24,1567.6,700.0,2400.0,1221.0
2018-07-25,1042.9,700.0,2400.0,1221.0
2018-07-26,1176.2,700.0,2300.0,1238.0
2018-07-27,1078.9,700.0,2200.0,1254.0
2018-07-28,988.9,700.0,2300.0,1259.0
2018-07-30,77.4,700.0,2300.0,1262.0
2018-07-31,2080.7,700.0,2400.0,1301.0
2018-08-03,1507.9,760.0,2400.0,1305.0
2018-08-04,1587.1,760.0,2600.0,1305.0
2018-08-06,204.6,760.0,2600.0,1305.0
2018-08-07,1856.3,800.0,2600.0,1338.0
2018-08-08,932.8,800.0,2600.0,1338.0
2018-08-09,1132.5,800.0,2600.0,1338.0
2018-08-10,1067.2,800.0,2600.0,1338.0
2018-08-17,1988.3,700.0,2400.0,1392.0
2018-08-18,1142.1,700.0,2400.0,1392.0
2018-08-20,217.0,700.0,2300.0,1380.0
2018-08-21,1894.6,700.0,2300.0,1380.0
2018-08-22,766.1,700.0,2300.0,1380.0
2018-08-23,804.3,700.0,2300.0,1380.0
2018-08-24,1088.3,700.0,2300.0,1380.0
2018-08-25,875.5,700.0,2400.0,1410.0
2018-08-27,97.1,700.0,2400.0,1410.0
2018-08-28,973.5,700.0,2400.0,1410.0
2018-08-29,1317.9,700.0,2400.0,1410.0
2018-08-30,1375.3,700.0,2400.0,1410.0
2018-08-31,1121.0,700.0,2400.0,1411.0
